元件编号	元件名称	元件类别	封装规格	焊盘数量	品牌产地	库类型
C61953	200KΩ ±0.1% 25ppm [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C61958	33Ω   ±0.1%  25ppm [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C126481	3KΩ ±0.1% 25PPM [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C124686	249Ω(2490) ±0.1% [SMT4期 823]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C61494	36KΩ(3602) ±0.1% 25PPM [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C174318	4.7KΩ(4701) ±1% 50PPM [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C61538	511Ω  ±0.1%  25ppm [SMT4期 823]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C133627	2KΩ ±1% 25ppm [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C133163	22KΩ ±0.1% 25ppm [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C133200	49.9Ω ±0.1% 25ppm [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C131439	6.04KΩ(6041) ±1% 25ppm [SMT4期 823]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C128780	100Ω ±1% 25ppm [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C128781	10KΩ ±1% 25ppm [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C133205	200Ω ±0.1% 25ppm [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C128783	1KΩ ±1% 25ppm [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22844	1.62KΩ(1621) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22845	1.65KΩ(1651) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22860	11.3KΩ(1132) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22861	11.8KΩ(1182) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22862	113KΩ(1133) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22876	140Ω(1400) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22877	143KΩ(1433) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22878	147KΩ(1473) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22879	147Ω(1470) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22892	18.2KΩ(1822) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22893	18.7KΩ(1872) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22894	182KΩ(1823) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22895	182Ω(1820) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22896	187KΩ(1873) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22909	2.94KΩ(2941) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22910	20.5KΩ(2052) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22911	21.5KΩ(2152) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22912	23.7KΩ(2372) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22926	27.4Ω(27R4) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22816	165KΩ(1653) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22821	17.8KΩ(1782) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22823	178KΩ(1783) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22825	18.2Ω(18R2) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22832	1.05KΩ(1051) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22839	1.37KΩ(1371) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22841	1.47KΩ(1471) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22846	1.69KΩ(1691) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22848	1.74KΩ(1741) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22850	1.87KΩ(1871) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22855	10.5KΩ(1052) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22857	10.7KΩ(1072) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22864	12.1KΩ(1212) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22866	12.7KΩ(1272) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22873	137Ω(1370) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22875	140KΩ(1403) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22880	15.8KΩ(1582) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22792	13.3Ω(13R3) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22793	13.7KΩ(1372) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22794	13.7Ω(13R7) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22811	16.2Ω(16R2) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22812	16.5KΩ(1652) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22889	169Ω(1690) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22891	174Ω(1740) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22898	19.6KΩ(1962) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22900	2.05KΩ(2051) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22905	2.32KΩ(2321) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22907	2.87KΩ(2871) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22914	237KΩ(2373) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22923	26.7KΩ(2672) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22928	28.7KΩ(2872) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22773	10.2Ω(10R2) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22789	127Ω(1270) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22930	196KΩ(1963) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22932	191KΩ(1913) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22955	215Ω(2150) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22957	21Ω(21R0) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22964	27.4KΩ(2742) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22973	28Ω(28R0) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22982	3.83KΩ(3831) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22989	28KΩ(2802) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22991	3.01KΩ(3011) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22998	3.57KΩ(3571) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23000	30.1KΩ(3012) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23005	348Ω(3480) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23007	332Ω(3320) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23016	3.74KΩ(3741) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23030	36.5Ω(36R5) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23039	392Ω(3920) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23041	4.12KΩ(4121) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23048	402KΩ(4023) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23050	412KΩ(4123) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23059	46.4KΩ(4642) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23064	487Ω(4870) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23073	51.1Ω(51R1) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23075	53.6Ω(53R6) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23080	56.2KΩ(5622) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23082	57.6KΩ(5762) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23084	590Ω(5900) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23089	60.4KΩ(6042) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23091	61.9KΩ(6192) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23098	69.8KΩ(6982) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23100	698Ω(6980) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23107	76.8KΩ(7682) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23109	78.7KΩ(7872) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23114	8.66KΩ(8661) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23116	806Ω(8060) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23123	866Ω(8660) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23125	9.09KΩ(9091) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22929	287Ω(2870) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22943	2.67KΩ(2671) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22944	2.74KΩ(2741) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22959	22.6KΩ(2262) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22960	22.6Ω(22R6) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22993	3.16KΩ(3161) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22994	3.24KΩ(3241) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22995	3.32KΩ(3321) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22996	3.48KΩ(3481) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23009	232Ω(2320) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23026	301KΩ(3013) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23027	35.7KΩ(3572) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23028	357Ω(3570) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23029	36.5KΩ(3652) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23043	4.42KΩ(4421) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23044	4.64KΩ(4641) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23045	4.87KΩ(4871) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23060	464Ω(4640) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23061	47.5KΩ(4752) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23062	47.5Ω(47R5) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23063	48.7KΩ(4872) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23076	523KΩ(5233) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23077	54.9KΩ(5492) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23078	54.9Ω(54R9) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23079	549Ω(5490) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23093	63.4KΩ(6342) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23094	634Ω(6340) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23096	665Ω(6650) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23110	78.7Ω(78R7) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23111	787Ω(7870) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23112	8.06KΩ(8061) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23113	8.25KΩ(8251) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C143264	249Ω ±1% 25ppm [SMT4期 1020]	电阻_贴片高精密、低温漂电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22763	1.18KΩ(1181) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22772	10.2KΩ(1022) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22774	10.7Ω(10R7) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22783	115KΩ(1153) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22788	124KΩ(1243) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22799	14.3KΩ(1432) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22831	1.02KΩ(1021) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22833	1.13KΩ(1131) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22838	1.33KΩ(1331) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22840	1.43KΩ(1431) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22849	1.78KΩ(1781) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22856	10.5Ω(10R5) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22858	102KΩ(1023) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22863	115Ω(1150) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23225	66.5KΩ(6652) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23239	732KΩ(7323) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23248	8.87KΩ(8871) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23250	806KΩ(8063) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23257	866KΩ(8663) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23259	887KΩ(8873) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22872	137KΩ(1373) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22874	14.7KΩ(1472) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22881	154KΩ(1543) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22883	158KΩ(1583) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22888	165Ω(1650) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22890	174KΩ(1743) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22897	19.1KΩ(1912) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22899	196Ω(1960) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22906	2.43KΩ(2431) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22913	232KΩ(2323) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23134	97.6Ω(97R6) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23139	332KΩ(3323) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23141	34.8KΩ(3482) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23166	41.2KΩ(4122) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23175	442KΩ(4423) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23198	52.3KΩ(5232) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23200	536KΩ(5363) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23207	576KΩ(5763) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23216	604KΩ(6043) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23011	261KΩ(2613) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23012	237Ω(2370) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22815	162KΩ(1623) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22822	17.8Ω(17R8) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22922	26.1Ω(26R1) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22992	3.09KΩ(3091) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22997	3.4KΩ(3401) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C22999	3.65KΩ(3651) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23006	348KΩ(3483) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23008	34KΩ(3402) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
C23017	3.92KΩ(3921) ±1% [SMT4期 823]	电阻_贴片电阻	0603	2	UniOhm台湾厚声（授权代理）	扩展库
